AV PID,Street Name,Street Number,Map,Lot,Land Area in Acres,Fiscal Year, Total Assessed Land Value , Total Appraised Improvements , Total Appraised Parcel Value ,Sale Date,Book/Page,Q U,Val Code,I V, Price ,Owner Occupied,Use Code,Use Descript, Effective Area , Gross Area , Living Area ,Year Built,,Style,Stories,Occupancy,Roof,Exterior Wall,Heat,Fuel,A/C,Room Count,Bedrooms,Baths,Half Baths,Grade
142,EASTERN AV,,15,2,0.0552112,2018," $122,700 ", $-   ," $122,700 ",,,U,,, $-   ,,9970,OTHER V," 6,950 "," 9,020 "," 6,260 ",1920,80,Stores/Apt Com,3,5,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,0,0,,Average
143,EASTERN AV,,15,3,0.39067952,2018," $429,400 "," $1,900 "," $431,300 ",,,U,,, $-   ,,3900,DEVEL LAND," 6,479 "," 8,750 "," 5,722 ",1920,80,Stores/Apt Com,1,3,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,0,0,,Average
142,EASTERN AV,,15,2,0.0552112,2018," $122,700 ", $-   ," $122,700 ",,,U,,, $-   ,,9970,OTHER V,,,,,,,,,,,,,,,,,,
143,EASTERN AV,,15,3,0.39067952,2018," $429,400 "," $1,900 "," $431,300 ",,,U,,, $-   ,,3900,DEVEL LAND,,,,,,,,,,,,,,,,,,
3530,EDEN ST,2,47,    37A,0,2018, $-   ," $231,500 "," $231,500 ",4/1/2004, 34151/ 295,U,1A,I," $145,000 ",Y,1021,Condo  ," 1,355 "," 1,725 "," 1,155 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,,2,1,1,Average
3531,EDEN ST,4,47,    37B,0,2018, $-   ," $243,200 "," $243,200 ",5/30/2017, 58001/ 339,Q,0,I," $273,000 ",Y,1021,Condo  ," 1,264 "," 1,610 "," 1,078 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,,2,1,1,Average
3532,EDEN ST,6,47,    37C,0,2018, $-   ," $231,500 "," $231,500 ",12/27/1995, 20249/ 200,U,,, $-   ,Y,1021,Condo  ," 1,355 "," 1,725 "," 1,155 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,4 Rooms,2,1,1,Average
3546,EDEN ST,7,47,52,0.03684573,2018," $110,200 "," $183,600 "," $293,800 ",10/31/2008, 44199/ 228,U,1A,I," $165,000 ",,1050,THREE FAM," 1,911 "," 2,634 "," 1,748 ",1900,3F,3 Family,3,3,Mansard,Asbest Shingle,Forced Air-Duc,Gas,None,11 Rooms,5,3,0,Average
3533,EDEN ST,8,47,    37D,0,2018, $-   ," $212,700 "," $212,700 ",6/23/1986, 12596/ 301,U,,," $89,900 ",Y,1021,Condo  ," 1,184 "," 1,610 "," 1,078 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,4 Rooms,2,1,1,Average
104333,EDEN ST,9,47,   51U9,0,2018, $-   ," $353,700 "," $353,700 ",9/8/2016, 56736/ 340,Q,0,I," $380,000 ",,1021,Condo  ," 1,670 "," 1,670 "," 1,670 ",1998,55,Condominium,3,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,Central,,3,2,,Average
3534,EDEN ST,10,47,    37E,0,2018, $-   ," $231,500 "," $231,500 ",7/16/2001, 26681/ 100,Q,0,I," $159,900 ",Y,1021,Condo  ," 1,355 "," 1,725 "," 1,155 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,,2,1,1,Average
104334,EDEN ST,11,47,  51U11,0,2018, $-   ," $211,500 "," $211,500 ",9/13/2016, 56763/ 303,Q,0,I," $235,000 ",,1021,Condo  , 710 , 710 , 710 ,1998,55,Condominium,3,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,Central,,2,1,,Average
3535,EDEN ST,12,47,    37F,0,2018, $-   ," $221,700 "," $221,700 ",9/28/2012, 50249/ 331,U,1N,I," $69,000 ",,1021,Condo  ," 1,264 "," 1,610 "," 1,078 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,,2,1,1,Average
3536,EDEN ST,14,47,    37G,0,2018, $-   ," $299,300 "," $299,300 ",6/16/2015, 54616/  31,Q,0,I," $271,000 ",Y,1021,Condo  ," 1,184 "," 1,610 "," 1,078 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,,2,1,1,Average
3568,EDEN ST,19,47,    39B,0,2018, $-   ," $235,700 "," $235,700 ",7/1/2010, 46604/ 323,Q,0,I," $195,000 ",,1021,Condo  ," 1,264 "," 1,610 "," 1,078 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,4 Rooms,3,2,1,Average
3567,EDEN ST,21,47,    39A,0,2018, $-   ," $222,900 "," $222,900 ",4/4/2006,045D1602,U,1H,I, $-   ,Y,1021,Condo  ," 1,274 "," 1,710 "," 1,078 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Electr Basebrd,Electric,None,4 Rooms,2,1,1,Average
100602,EDEN ST,23,48,    29A,0.04191919,2018," $114,900 "," $133,600 "," $248,500 ",10/6/2014, 53563/  37,Q,0,I," $260,000 ",Y,1040,TWO FAMILY  ," 1,750 "," 2,352 "," 1,600 ",1880,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,4,2,0,Average
3587,EDEN ST,25,48,29,0.03397612,2018," $107,600 "," $191,100 "," $298,700 ",9/24/2003, 32841/ 114,U,1N,I," $209,900 ",,1040,TWO FAMILY  ," 2,442 "," 3,402 "," 2,140 ",1880,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,10 Rooms,6,2,0,Average
1045,EDEN ST,26,56,130,0.21971993,2018," $290,500 "," $300,000 "," $590,500 ",4/16/1998, 22358/ 269,U,1E,V," $50,000 ",,9310,TOWN SELECTMEN R," 19,616 "," 20,960 "," 18,720 ",1907,42,Heavy Indust,2,1,Flat,Brick/Masonry,Hot Air-no Duc,Oil,None,,0,0,,Below Average
1045,EDEN ST,26,56,130,0.21971993,2018," $290,500 "," $300,000 "," $590,500 ",4/16/1998, 22358/ 269,U,1E,V," $50,000 ",,9310,TOWN SELECTMEN R,,,,,,,,,,,,,,,,,,
3921,EDEN ST,32,57,5,0.03888889,2018," $112,100 "," $112,000 "," $224,100 ",11/4/1977,  9005/ 443,U,,, $-   ,Y,1010,Single Fam," 1,413 "," 2,080 "," 1,232 ",1890,6,Conventional,2,1,Mansard,Vinyl Siding,Forced Air-Duc,Gas,Central,,3,1,0,Average
3922,EDEN ST,34,57,6,0.02929293,2018," $103,300 "," $270,700 "," $374,000 ",4/1/2014,C130908,Q,0,I," $310,000 ",,1050,THREE FAM," 1,958 "," 2,448 "," 1,836 ",1890,3F,3 Family,3,3,Mansard,Brick/Masonry,Hot Water,Oil,None,11 Rooms,3,3,0,Average +10
4061,EDEN ST,35,57,173,0.02908632,2018," $103,100 "," $71,000 "," $174,100 ",10/2/2007, 42556/ 190,Q,0,I," $150,000 ",Y,1010,Single Fam," 1,542 "," 2,077 "," 1,408 ",1880,3,Colonial,2,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,3,1,0,Below Average
1050,EDEN ST,42,57,20,0.23530762,2018," $118,100 ", $-   ," $118,100 ",,,U,,, $-   ,,9730,HOUSING AUTHORITY V," 6,450 "," 7,055 "," 6,390 ",1975,59,Fire Station,2,1,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average +10
1050,EDEN ST,42,57,20,0.23530762,2018," $118,100 ", $-   ," $118,100 ",,,U,,, $-   ,,9730,HOUSING AUTHORITY V,,,,,,,,,,,,,,,,,,
4051,EDEN ST,45,57,163,0.05530303,2018," $127,200 "," $200,100 "," $327,300 ",9/26/2002, 29443/ 123,Q,0,I," $320,000 ",,1040,TWO FAMILY  ," 2,531 "," 3,210 "," 2,214 ",1900,2F,2 Family,3,2,Mansard,Vinyl Siding,Electr Basebrd,Electric,None,,4,3,0,Average
4050,EDEN ST,47,57,162,0.04109275,2018," $114,100 "," $113,800 "," $227,900 ",6/13/2016, 56260/  95,U,1A,I, $1 ,Y,1010,Single Fam," 1,416 "," 2,154 "," 1,256 ",1900,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Steam,Oil,None,,3,1,1,Average
4049,EDEN ST,49,57,161,0.04012856,2018," $113,300 "," $129,100 "," $242,400 ",1/17/2013, 50841/ 196,Q,0,I," $203,000 ",,1010,Single Fam," 1,703 "," 2,850 "," 1,528 ",1910,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,5,1,0,Average
1477,ELDRIDGE PL,1,10,21,0.02525253,2018," $159,300 "," $110,300 "," $269,600 ",9/26/2016, 56829/ 199,U,1A,I, $100 ,Y,1040,TWO FAMILY  ," 1,399 "," 1,920 "," 1,250 ",1857,2F,2 Family,2,2,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,4,1,0,Average +10
1478,ELDRIDGE PL,2,10,22,0.02525253,2018," $159,300 "," $137,500 "," $296,800 ",7/21/2000, 25156/ 272,U,1O,I," $80,000 ",,1010,Single Fam," 1,407 "," 1,970 "," 1,250 ",1857,1A,Row House 108,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,3,2,0,Average +10
1479,ELDRIDGE PL,3,10,23,0.02050046,2018," $139,300 "," $177,800 "," $317,100 ",8/16/1994, 19257/ 191,U,,, $-   ,,1010,Single Fam," 1,970 "," 3,047 "," 1,712 ",1857,1A,Row House 108,2.5,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,12 Rooms,5,2,0,Average +10
103247,ELDRIDGE PL,4,10,   24U1,0,2018, $-   ," $235,200 "," $235,200 ",6/13/2005, 37290/ 173,Q,0,I," $267,000 ",Y,1021,Condo  , 727 , 901 , 467 ,1857,55,Condominium,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,2,1,1,Average +10
103248,ELDRIDGE PL,4,10,   24U2,0,2018, $-   ," $172,300 "," $172,300 ",8/8/2012, 49962/ 023,Q,0,I," $110,000 ",,1021,Condo  , 473 , 473 , 473 ,1857,55,Condominium,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,1,1,0,Average +10
1481,ELDRIDGE PL,5,10,25,0.02984389,2018," $166,100 "," $165,500 "," $331,600 ",5/24/2010, 46437/ 257,U,1A,I, $1 ,Y,1010,Single Fam," 1,865 "," 2,598 "," 1,590 ",1857,1A,Row House 108,2,1,Flat,Brick/Masonry,Hot Water,Gas,None,6 Rooms,3,1,0,Average +10
1482,ELDRIDGE PL,6,10,26,0.02878788,2018," $164,500 "," $131,200 "," $295,700 ",6/2/2017, 58030/  99,Q,0,I," $400,000 ",,1010,Single Fam," 1,317 "," 1,710 "," 1,110 ",1857,1A,Row House 108,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,2,2,0,Average +10
1483,ELDRIDGE PL,7,10,27,0.03140496,2018," $168,400 "," $48,600 "," $217,000 ",12/20/2011, 48831/ 031,U,1H,I," $90,000 ",,1010,Single Fam," 1,563 "," 1,832 "," 1,200 ",1857,1A,Row House 108,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,3,1,1,Average +10
1484,ELDRIDGE PL,8,10,28,0.02509183,2018," $8,000 ", $-   ," $8,000 ",10/23/2003, 33073/ 190,U,1G,V," $206,800 ",,1320,RES ACLNUD  ," 7,416 "," 9,100 "," 6,854 ",1910,14,Apt 5-8,3,6,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,0,0,,Average
1484,ELDRIDGE PL,8,10,28,0.02509183,2018," $8,000 ", $-   ," $8,000 ",10/23/2003, 33073/ 190,U,1G,V," $206,800 ",,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
1485,ELDRIDGE PL,9,10,29,0.01811295,2018," $6,200 ", $-   ," $6,200 ",10/23/2003, 33073/ 190,U,1G,V," $206,800 ",,1320,RES ACLNUD  ," 1,853 "," 2,964 "," 1,464 ",1963,21,Fast Food Rest,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,0,0,,Average +20
1485,ELDRIDGE PL,9,10,29,0.01811295,2018," $6,200 ", $-   ," $6,200 ",10/23/2003, 33073/ 190,U,1G,V," $206,800 ",,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
1497,ELDRIDGE PL,10,10,30,0.01439394,2018," $97,800 "," $128,800 "," $226,600 ",10/22/2003, 33073/ 190,U,1G,I," $206,800 ",Y,1010,Single Fam," 1,336 "," 1,878 "," 1,200 ",1857,1A,Row House 108,2,1,Flat,Brick/Masonry,Forced Air-Duc,Oil,None,,3,1,1,Average +10
3740,ELEANOR ST,16,49,64,0.10330579,2018," $167,500 "," $164,100 "," $331,600 ",12/15/1995, 20229/  14,U,,, $-   ,Y,1040,TWO FAMILY  ," 2,430 "," 3,846 "," 2,170 ",1910,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Steam,Oil,None,10 Rooms,6,2,0,Average
4202,ELEANOR ST,22,58,149,0.0355831,2018," $109,100 "," $419,600 "," $528,700 ",6/29/2017, 58152/ 264,U,1V,I," $1,185,000 ",,1040,TWO FAMILY  ," 2,690 "," 3,381 "," 2,331 ",2012,2F,2 Family,4,2,Flat,Vinyl Siding,Hot Water,Gas,Central,,3,2,,Average
4203,ELEANOR ST,24,58,150,0.03960055,2018," $112,800 "," $419,600 "," $532,400 ",6/29/2017, 58152/ 264,U,1V,I," $1,185,000 ",,1040,TWO FAMILY  ," 2,690 "," 3,381 "," 2,331 ",2012,2F,2 Family,2,4,Flat,Vinyl Siding,Hot Water,Gas,Central,,3,2,,Average
4204,ELEANOR ST,26,58,151,0.03960055,2018," $112,800 "," $46,200 "," $159,000 ",6/26/2003, 31858/ 074,Q,0,I," $155,000 ",Y,1010,Single Fam," 1,171 "," 1,860 ", 997 ,1890,11,Row House,2,1,Mansard,Vinyl Siding,Forced Air-Duc,Gas,None,,3,1,0,Below Average
4198,ELEANOR ST,27,58,141,0.02582645,2018," $100,100 "," $166,600 "," $266,700 ",5/28/2009, 44996/ 269,U,1V,I," $120,000 ",,1040,TWO FAMILY  ," 2,086 "," 2,742 "," 1,848 ",1900,2F,2 Family,3,2,Flat,Vinyl Siding,Hot Water,Gas,Central,,3,2,0,Average
4205,ELEANOR ST,28,58,152,0.03868228,2018," $111,900 "," $47,000 "," $158,900 ",6/30/2017, 00666/  18,Q,0,I," $250,000 ",,1010,Single Fam," 1,183 "," 1,849 "," 1,007 ",1890,11,Row House,2,1,Mansard,Vinyl Siding,Hot Water,Gas,None,,3,1,0,Below Average
4197,ELEANOR ST,29,58,140,0.03730487,2018," $5,500 ", $-   ," $5,500 ",5/28/2009, 44996/ 269,U,1V,V," $120,000 ",,1320,RES ACLNUD  ," 7,288 "," 9,720 "," 6,630 ",1920,14,Apt 5-8,3,6,Flat,Vinyl Siding,Hot Water,Gas,None,,9,9,,Average
4197,ELEANOR ST,29,58,140,0.03730487,2018," $5,500 ", $-   ," $5,500 ",5/28/2009, 44996/ 269,U,1V,V," $120,000 ",,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
4206,ELEANOR ST,30,58,153,0.04132231,2018," $114,300 "," $45,900 "," $160,200 ",2/4/2011, 47566/ 272,U,1F,I," $5,000 ",,1010,Single Fam, 985 ," 1,550 ", 867 ,1890,11,Row House,2,1,Mansard,Wood Shingle,Forced Air-Duc,Gas,None,,3,1,0,Below Average
4207,ELEANOR ST,32,58,154,0.04081726,2018," $113,900 "," $64,200 "," $178,100 ",5/15/2017, 57929/ 322,U,1A,I, $1 ,Y,1010,Single Fam," 1,557 "," 2,736 "," 1,368 ",1932,6,Conventional,1.75,1,Gable/Hip,Aluminum Sidng,Forced Air-Duc,Gas,None,,3,1,0,Below Average
4180,ELEANOR ST,37,58,122,0.06574839,2018," $136,800 "," $138,100 "," $274,900 ",5/16/2017, 57941/ 229,U,1A,I, $100 ,Y,1010,Single Fam," 2,016 "," 3,308 "," 1,798 ",1910,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,5,1,1,Average
4178,ELEANOR ST,38,58,120,0.04591368,2018," $118,600 "," $111,300 "," $229,900 ",, 17841/ 210,U,,, $-   ,Y,1010,Single Fam," 1,624 "," 2,253 "," 1,472 ",1890,6,Conventional,2,1,Flat,Vinyl Siding,Forced Air-Duc,Oil,None,,3,1,0,Average
4179,ELEANOR ST,40,58,121,0.0355831,2018," $109,100 "," $143,100 "," $252,200 ",10/23/1984, 11215/ 319,U,,, $-   ,Y,1010,Single Fam," 2,101 "," 3,538 "," 1,720 ",1880,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Oil,None,,3,2,0,Average
4117,ELEANOR ST,50,58,56,0.14233242,2018," $186,400 "," $305,400 "," $491,800 ",4/1/1994, 18973/   9,U,,, $-   ,Y,1040,TWO FAMILY  ," 3,707 "," 6,134 "," 3,118 ",1900,2F,2 Family,2,2,Gable/Hip,Aluminum Sidng,Hot Water,Gas,None,14 Rooms,9,4,0,Average
4212,ELEANOR ST,54,58,    57A,0.13663912,2018," $186,300 "," $271,700 "," $458,000 ",7/1/1998, 22630/ 184,Q,0,I," $175,000 ",Y,1040,TWO FAMILY  ," 3,044 "," 4,883 "," 2,764 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,14 Rooms,7,4,0,Average
102981,ELEANOR ST,55,58,  67U01,0,2018, $-   ," $181,100 "," $181,100 ",8/16/2013, 51975/ 261,Q,0,I," $108,200 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102982,ELEANOR ST,55,58,  67U21,0,2018, $-   ," $225,400 "," $225,400 ",5/26/2017, 57991/ 311,Q,0,I," $235,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102983,ELEANOR ST,55,58,  67U20,0,2018, $-   ," $167,500 "," $167,500 ",8/30/2013, 52048/  43,Q,0,I," $154,000 ",Y,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
102984,ELEANOR ST,55,58,  67U19,0,2018, $-   ," $181,100 "," $181,100 ",11/24/2014, 53747/ 226,Q,0,I," $151,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102985,ELEANOR ST,55,58,  67U18,0,2018, $-   ," $181,100 "," $181,100 ",3/24/2015, 54215/  34,Q,0,I," $151,850 ",Y,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102986,ELEANOR ST,55,58,  67U17,0,2018, $-   ," $167,500 "," $167,500 ",3/31/2005, 36769/ 118,Q,0,I," $164,900 ",,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
102987,ELEANOR ST,55,58,  67U16,0,2018, $-   ," $181,100 "," $181,100 ",4/1/2016, 55925/  93,Q,0,I," $195,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102988,ELEANOR ST,55,58,  67U15,0,2018, $-   ," $181,100 "," $181,100 ",1/10/2005, 36277/ 272,Q,0,I," $185,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102989,ELEANOR ST,55,58,  67U14,0,2018, $-   ," $167,500 "," $167,500 ",11/19/2015, 55346/ 184,Q,0,I," $155,000 ",,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
102990,ELEANOR ST,55,58,  67U13,0,2018, $-   ," $172,700 "," $172,700 ",9/2/2004, 35408/ 311,Q,0,I," $178,000 ",Y,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102991,ELEANOR ST,55,58,  67U12,0,2018, $-   ," $181,100 "," $181,100 ",1/30/2008, 43033/ 336,Q,N0,I," $132,000 ",Y,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102992,ELEANOR ST,55,58,  67U11,0,2018, $-   ," $167,500 "," $167,500 ",5/21/2004, 34583/ 030,Q,0,I," $144,500 ",Y,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
102993,ELEANOR ST,55,58,  67U10,0,2018, $-   ," $181,100 "," $181,100 ",11/14/2016, 57097/ 178,Q,0,I," $195,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102994,ELEANOR ST,55,58,  67U09,0,2018, $-   ," $181,100 "," $181,100 ",11/3/2008, 44208/ 162,U,1N,I," $80,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102995,ELEANOR ST,55,58,  67U08,0,2018, $-   ," $167,500 "," $167,500 ",9/25/2015, 55104/ 314,Q,0,I," $145,000 ",,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
102996,ELEANOR ST,55,58,  67U07,0,2018, $-   ," $181,100 "," $181,100 ",4/28/2017, 57868/ 277,Q,0,I," $197,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102997,ELEANOR ST,55,58,  67U06,0,2018, $-   ," $181,100 "," $181,100 ",4/2/2014, 52825/ 116,U,1U,I," $118,000 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
102998,ELEANOR ST,55,58,  67U05,0,2018, $-   ," $167,500 "," $167,500 ",5/25/2004, 34603/ 342,Q,0,I," $139,900 ",,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
102999,ELEANOR ST,55,58,  67U04,0,2018, $-   ," $175,600 "," $175,600 ",6/8/2010, 46500/ 343,U,1A,I, $1 ,,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
103000,ELEANOR ST,55,58,  67U03,0,2018, $-   ," $181,100 "," $181,100 ",3/30/2007, 41544/ 346,Q,0,I," $192,250 ",,1021,Condo  , 710 , 710 , 710 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,2,1,,Average
103001,ELEANOR ST,55,58,  67U02,0,2018, $-   ," $167,500 "," $167,500 ",9/8/2004, 35438/ 030,Q,0,I," $139,000 ",,1021,Condo  , 640 , 640 , 640 ,1970,CA,Condo-Apt,1,1,Flat,Brick/Masonry,Hot Water,Gas,Unit/AC,,1,1,,Average
4118,ELEANOR ST,56,58,58,0.17649219,2018," $187,300 "," $237,600 "," $424,900 ",11/12/2002, 29809/ 191,U,1A,I, $1 ,Y,1010,Single Fam," 2,932 "," 4,892 "," 2,645 ",1880,6,Conventional,2,1,Gable/Hip,Wood Shingle,Forced Air-Duc,Gas,None,,5,2,1,Average +10
104244,ELEANOR ST,58,58,  59XU1,0,2018, $-   ," $387,000 "," $387,000 ",12/19/2013, 52491/ 277,Q,0,I," $300,000 ",Y,1021,Condo  ," 1,353 "," 1,353 "," 1,353 ",1900,55,Condominium,1,1,Flat,Brick Veneer,Hot Water,Gas,Central,,3,2,0,Average +10
104245,ELEANOR ST,58,58,  59XU4,0,2018, $-   ," $299,900 "," $299,900 ",1/2/2014, 52551/ 105,Q,0,I," $225,775 ",,1021,Condo  ," 1,045 "," 1,045 "," 1,045 ",1900,55,Condominium,1,1,Flat,Brick Veneer,Hot Water,Gas,Central,,2,2,0,Average +10
104246,ELEANOR ST,58,58,  59XU3,0,2018, $-   ," $410,000 "," $410,000 ",6/26/2014, 53141/  26,Q,0,I," $329,400 ",,1021,Condo  ," 1,494 "," 1,494 "," 1,494 ",1900,55,Condominium,1,1,Flat,Brick Veneer,Hot Water,Gas,Central,,3,2,0,Average +10
104247,ELEANOR ST,58,58,  59XU2,0,2018, $-   ," $388,400 "," $388,400 ",12/12/2013, 52465/ 123,Q,0,I," $315,000 ",Y,1021,Condo  ," 1,361 "," 1,361 "," 1,361 ",1900,55,Condominium,1,1,Flat,Brick Veneer,Hot Water,Gas,Central,,3,2,0,Average +10
4123,ELEANOR ST,59,58,63,0.17217631,2018," $187,200 "," $261,000 "," $448,200 ",6/16/2008, 43682/ 119,U,1S,I," $220,000 ",Y,1010,Single Fam," 2,599 "," 4,419 "," 2,348 ",1883,6,Conventional,2,1,Mansard,Clapboard,Hot Water,Gas,None,,4,2,1,Average +10
4120,ELEANOR ST,62,58,60,0.14233242,2018," $186,400 "," $202,900 "," $389,300 ",3/28/2005, 36733/ 085,Q,0,I," $418,900 ",Y,1010,Single Fam," 2,074 "," 3,128 "," 1,832 ",1900,6,Conventional,2,1,Mansard,Clapboard,Hot Water,Gas,None,8 Rooms,3,2,,Average +10
4671,ELEANOR ST,63,66,67,0.17217631,2018," $187,200 "," $277,600 "," $464,800 ",6/16/2004, 31745/ 057,U,1A,I, $100 ,Y,1040,TWO FAMILY  ," 3,507 "," 5,827 "," 3,181 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,15 Rooms,5,3,0,Average
4121,ELEANOR ST,64,58,61,0.14233242,2018," $186,400 "," $178,900 "," $365,300 ",10/1/2003, 32921/ 278,Q,0,I," $350,000 ",Y,1040,TWO FAMILY  ," 2,077 "," 2,952 "," 1,742 ",1900,2F,2 Family,2,2,Mansard,Clapboard,Hot Water,Oil,None,,4,3,0,Average +10
4670,ELEANOR ST,65,66,66,0.13774105,2018," $186,300 "," $134,900 "," $321,200 ",1/4/2011, 47431/ 293,U,1O,I," $199,000 ",Y,1010,Single Fam," 2,409 "," 3,390 "," 2,058 ",1840,6,Conventional,2,1,Gambrel,Vinyl Siding,Hot Water,Oil,None,,4,1,1,Average
4669,ELEANOR ST,67,66,65,0.11478421,2018," $185,700 "," $155,000 "," $340,700 ",10/30/2017, 58730/   1,Q,0,I," $425,000 ",Y,1010,Single Fam," 1,886 "," 3,353 "," 1,504 ",1893,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,3,1,0,Average +10
